bank_to,k_symbol,account_to,account_id,amount,order_id
OP,POJISTNE,19669050,2421,363.0,32969.0
EF,SIPO,17186141,2422,2809.0,32970.0
KL,SIPO,35182595,2423,1494.0,32971.0
AB,SIPO,66884094,2423,1317.0,32972.0
EF,SIPO,92266177,2424,14138.0,32973.0
KL,SIPO,64028662,2425,5936.0,32974.0
CD,SIPO,39447444,2427,5496.0,32978.0
YZ,NULL,61671554,2427,868.0,32979.0
UV,POJISTNE,48815095,2427,2342.0,32980.0
QR,SIPO,50382167,2429,6786.0,32981.0
GH,NULL,91816699,2429,369.0,32982.0
KL,SIPO,96937953,2431,1243.0,32983.0
UV,NULL,92502820,2431,236.0,32984.0
IJ,POJISTNE,28942603,2431,2305.0,32985.0
WX,LEASING,63151824,2431,1502.0,32986.0
GH,SIPO,70597290,2432,2554.0,32987.0
GH,SIPO,28003591,2433,1757.0,32988.0
CD,SIPO,94916831,2434,2927.0,32989.0
UV,LEASING,85717063,2435,1633.9,32990.0
WX,SIPO,21075344,2435,7904.0,32991.0
OP,SIPO,10448074,2437,656.0,32992.0
YZ,NULL,65697604,2437,1338.0,32993.0
GH,SIPO,26398313,2438,5817.0,32994.0
UV,NULL,62592428,2438,705.0,32995.0
ST,SIPO,16428494,2439,2096.0,32996.0
YZ,SIPO,19144922,2440,6219.0,32997.0
KL,NULL,30988913,2440,661.0,32998.0
GH,POJISTNE,32329070,2440,1230.0,32999.0
OP,SIPO,53539413,2441,4719.0,33000.0
ST,NULL,57518833,2441,490.0,33001.0
ST,POJISTNE,13103747,2441,785.0,33002.0
AB,SIPO,89339786,2442,540.0,33003.0
IJ,NULL,67963898,2442,1568.0,33004.0
OP,SIPO,54071068,2443,7034.0,33005.0
OP,LEASING,60390728,2444,2931.6,33006.0
ST,UVER,37553960,2445,4886.0,33007.0
KL,SIPO,93986022,2446,6372.0,33008.0
WX,SIPO,57538109,2447,6911.0,33009.0
MN,SIPO,56000006,2448,1067.0,33010.0
CD,NULL,6193393,2448,1193.0,33011.0
OP,SIPO,34500575,2450,1455.0,33012.0
KL,NULL,21773249,2450,7915.0,33013.0
IJ,SIPO,55826187,2451,6944.0,33014.0
WX,SIPO,99223190,2452,3244.0,33015.0
UV,SIPO,32186746,2453,2190.0,33016.0
OP,SIPO,28967535,2455,3262.0,33017.0
YZ,UVER,58417534,2456,4187.3,33018.0
KL,SIPO,71291804,2456,9554.0,33019.0
UV,SIPO,35646599,2457,3834.0,33020.0
ST,SIPO,65574568,2459,1971.0,33021.0
MN,LEASING,22791433,2460,435.0,33022.0
YZ,SIPO,79603081,2463,3077.0,33024.0
WX,LEASING,54447740,2464,2592.0,33025.0
ST,SIPO,28556400,2464,5555.0,33026.0
KL,NULL,74763947,2464,4681.0,33027.0
KL,SIPO,48546957,2465,454.0,33028.0
IJ,SIPO,23477942,2465,3176.0,33029.0
WX,SIPO,78467875,2466,37.0,33030.0
IJ,NULL,40924441,2466,3733.0,33031.0
IJ,SIPO,55811417,2467,5332.0,33032.0
QR,SIPO,32765186,2468,2094.0,33033.0
IJ,SIPO,48410499,2469,2220.0,33034.0
CD,SIPO,71474998,2470,4511.0,33035.0
GH,NULL,17039579,2470,2105.0,33036.0
IJ,POJISTNE,7093429,2470,1042.0,33037.0
CD,SIPO,40398550,2471,3277.0,33038.0
EF,NULL,20720190,2471,1347.0,33039.0
UV,POJISTNE,61662065,2471,363.0,33040.0
KL,NULL,585544,2471,205.0,33041.0
CD,SIPO,61095434,2472,4109.0,33042.0
OP,LEASING,22120690,2472,1233.0,33043.0
IJ,SIPO,16836262,2473,1760.0,33044.0
IJ,NULL,87259512,2473,236.0,33045.0
QR,SIPO,31394452,2474,121.0,33046.0
AB,NULL,28422999,2474,2251.0,33047.0
OP,SIPO,27521276,2475,166.0,33048.0
ST,NULL,76343703,2475,804.0,33049.0
AB,POJISTNE,198555,2475,3479.0,33050.0
GH,NULL,16848689,2475,3829.0,33051.0
IJ,SIPO,23237085,2476,2854.0,33052.0
EF,SIPO,3161973,2477,3096.0,33053.0
AB,SIPO,99287282,2479,3022.0,33056.0
ST,NULL,56431281,2479,765.0,33057.0
KL,POJISTNE,86809700,2479,204.0,33058.0
YZ,LEASING,46494776,2480,3022.0,33059.0
AB,SIPO,35457408,2482,7381.0,33060.0
KL,NULL,67559063,2482,127.0,33061.0
AB,POJISTNE,8125150,2482,85.0,33062.0
CD,NULL,27061575,2482,55.0,33063.0
WX,LEASING,51882064,2482,1721.0,33064.0
KL,SIPO,97563403,2483,4996.0,33065.0
GH,NULL,9561491,2483,4926.0,33066.0
OP,SIPO,3728384,2484,2343.0,33067.0
OP,NULL,83567636,2484,538.0,33068.0
GH,POJISTNE,75644820,2484,599.0,33069.0
ST,NULL,72945260,2484,1390.0,33070.0
UV,SIPO,69825196,2485,1944.0,33071.0
OP,UVER,68277156,2486,2043.0,33072.0
GH,SIPO,18209791,2487,1828.0,33073.0
CD,NULL,60394644,2487,228.0,33074.0
OP,POJISTNE,9106064,2487,842.0,33075.0
OP,NULL,85525637,2487,262.0,33076.0
ST,LEASING,90879106,2487,1557.0,33077.0
UV,SIPO,25563156,2488,2030.0,33078.0
KL,SIPO,75944941,2489,3854.0,33079.0
ST,SIPO,36983788,2490,3526.0,33080.0
MN,NULL,39699643,2490,649.0,33081.0
ST,SIPO,7648384,2491,1.0,33082.0
OP,NULL,47771161,2491,3232.0,33083.0
ST,SIPO,72453939,2492,3235.0,33084.0
GH,SIPO,49046558,2492,506.0,33085.0
EF,SIPO,91739165,2493,5375.0,33086.0
AB,SIPO,82410615,2494,693.0,33087.0
AB,NULL,22744047,2494,4206.0,33088.0
IJ,POJISTNE,88460433,2494,2247.0,33089.0
MN,LEASING,76154935,2495,856.0,33090.0
GH,SIPO,76618009,2496,4982.0,33091.0
MN,UVER,51870715,2496,2752.0,33092.0
IJ,SIPO,38673484,2497,3970.0,33093.0
ST,LEASING,83746605,2497,1871.0,33094.0
AB,SIPO,17819351,2498,4223.0,33095.0
QR,LEASING,47083485,2498,1798.0,33096.0
EF,SIPO,26827723,2499,112.0,33097.0
ST,NULL,97045737,2499,1933.0,33098.0
EF,POJISTNE,12857330,2499,1858.0,33099.0
YZ,SIPO,82897442,2501,524.0,33100.0
QR,NULL,42648118,2501,3142.0,33101.0
ST,POJISTNE,57752704,2501,745.0,33102.0
QR,SIPO,18609726,2502,3885.0,33103.0
CD,SIPO,10819483,2503,6279.0,33104.0
KL,SIPO,41117668,2504,5513.0,33105.0
WX,SIPO,57194352,2505,136.0,33106.0
KL,SIPO,87996345,2505,1825.0,33107.0
AB,SIPO,40525519,2506,10076.0,33108.0
ST,SIPO,59955376,2507,4556.0,33109.0
GH,SIPO,89408212,2508,2193.0,33110.0
OP,SIPO,85724323,2509,7073.0,33111.0
AB,NULL,73543202,2509,4377.0,33112.0
OP,POJISTNE,83953725,2509,1950.0,33113.0
EF,SIPO,59125840,2510,6922.0,33114.0
CD,NULL,54819261,2510,92.0,33115.0
QR,POJISTNE,50671142,2510,904.0,33116.0
KL,SIPO,56617802,2511,2696.0,33117.0
ST,NULL,88212847,2511,3059.0,33118.0
YZ,SIPO,17385280,2513,2655.0,33121.0
GH,SIPO,46998095,2514,4001.0,33122.0
AB,UVER,61216103,2516,9721.0,33123.0
CD,SIPO,67803686,2517,11769.0,33124.0
OP,SIPO,87381881,2519,1599.0,33126.0
CD,SIPO,39163434,2520,2355.0,33127.0
ST,SIPO,64551746,2521,6002.0,33128.0
OP,SIPO,19635182,2523,1819.0,33129.0
UV,NULL,19039827,2523,82.0,33130.0
KL,POJISTNE,57632476,2523,41.0,33131.0
GH,NULL,1038826,2523,73.0,33132.0
ST,SIPO,64186239,2524,2550.0,33133.0
ST,SIPO,21251112,2525,2408.0,33134.0
GH,NULL,99278032,2525,2929.0,33135.0
EF,SIPO,82399522,2526,3964.0,33136.0
YZ,LEASING,75348806,2527,2322.6,33137.0
CD,SIPO,27758234,2527,5774.0,33138.0
UV,SIPO,51561528,2528,2824.0,33139.0
KL,SIPO,33356398,2530,99.0,33143.0
KL,NULL,76112597,2530,4379.0,33144.0
GH,POJISTNE,66858243,2530,3698.0,33145.0
KL,SIPO,74343323,2531,1614.0,33146.0
GH,SIPO,75780755,2532,12133.0,33147.0
CD,SIPO,6917608,2534,2190.0,33148.0
MN,NULL,32907408,2534,1220.0,33149.0
OP,SIPO,1460,2535,4273.0,33150.0
QR,NULL,20700508,2535,90.0,33151.0
QR,POJISTNE,5892384,2535,153.0,33152.0
WX,SIPO,6038499,2536,3136.0,33153.0
UV,SIPO,70319515,2537,13540.0,33154.0
EF,SIPO,79103833,2538,3689.0,33155.0
MN,SIPO,2063680,2539,1919.0,33156.0
MN,SIPO,22129971,2539,1904.0,33157.0
IJ,SIPO,5857146,2541,1822.0,33158.0
ST,NULL,76871382,2541,2238.0,33159.0
GH,POJISTNE,47231644,2541,1897.0,33160.0
UV,SIPO,28103435,2542,435.0,33161.0
AB,NULL,12512219,2542,2637.0,33162.0
YZ,POJISTNE,40178102,2542,308.0,33163.0
GH,SIPO,60684478,2543,2145.0,33164.0
ST,SIPO,91578411,2544,2920.0,33165.0
GH,NULL,94170903,2544,556.0,33166.0
EF,POJISTNE,9338546,2544,33.0,33167.0
YZ,NULL,63550382,2544,5.0,33168.0
AB,SIPO,584811,2545,2637.0,33169.0
ST,NULL,28254646,2545,671.0,33170.0
GH,POJISTNE,74550294,2545,713.0,33171.0
ST,UVER,49701792,2545,8933.0,33172.0
ST,LEASING,27307683,2546,4896.5,33173.0
YZ,SIPO,65769809,2546,2985.0,33174.0
KL,NULL,17094719,2546,1152.0,33175.0
MN,POJISTNE,91997658,2546,480.0,33176.0
KL,SIPO,21153784,2547,5492.0,33177.0
YZ,SIPO,75947034,2549,2085.0,33178.0
AB,SIPO,94691901,2550,6828.0,33179.0
MN,NULL,80567723,2550,403.0,33180.0
GH,POJISTNE,78013139,2550,67.0,33181.0
ST,NULL,71683752,2550,49.0,33182.0
AB,LEASING,68646061,2551,2390.0,33183.0
WX,SIPO,58459019,2551,11601.0,33184.0
WX,NULL,38843870,2551,2818.0,33185.0
GH,SIPO,17411059,2552,7035.0,33186.0
YZ,SIPO,41427993,2553,9687.0,33187.0
CD,SIPO,41483783,2554,7607.0,33188.0
QR,SIPO,57132226,2555,5464.0,33189.0
AB,NULL,73481118,2555,2261.0,33190.0
WX,SIPO,2889705,2556,2006.0,33191.0
YZ,SIPO,31457412,2557,2806.0,33192.0
CD,SIPO,46043479,2558,1982.0,33193.0
AB,SIPO,54144173,2559,5123.0,33194.0
CD,SIPO,63472384,2560,1146.0,33195.0
IJ,NULL,44398903,2560,4445.0,33196.0
CD,SIPO,62003558,2561,7764.0,33197.0
EF,SIPO,27375477,2562,2235.0,33198.0
YZ,SIPO,67025834,2563,2984.0,33199.0
GH,SIPO,96319454,2564,8086.0,33200.0
OP,SIPO,14598107,2567,2574.0,33201.0
KL,SIPO,34637659,2568,5228.0,33202.0
MN,NULL,1379150,2568,1086.0,33203.0
OP,POJISTNE,99602746,2568,306.0,33204.0
OP,SIPO,55144518,2569,463.0,33205.0
IJ,SIPO,14173150,2569,1871.0,33206.0
KL,SIPO,48350596,2570,2051.0,33207.0
ST,UVER,86283236,2572,7500.0,33208.0
ST,SIPO,61405271,2574,9546.0,33209.0
ST,SIPO,15963220,2575,407.0,33210.0
UV,SIPO,83146077,2575,2171.0,33211.0
IJ,SIPO,24689656,2576,8106.0,33212.0
QR,SIPO,745589,2577,3347.0,33213.0
EF,SIPO,27696168,2578,2846.0,33214.0
OP,SIPO,96343248,2579,2688.0,33215.0
AB,SIPO,96968262,2580,5016.0,33216.0
KL,UVER,10807258,2580,1489.0,33217.0
OP,SIPO,81132262,2581,4769.0,33218.0
EF,SIPO,97059088,2582,1381.0,33219.0
ST,NULL,12887466,2582,1748.0,33220.0
YZ,LEASING,60918307,2583,415.0,33221.0
OP,SIPO,90582960,2584,994.0,33222.0
ST,SIPO,98448490,2584,582.0,33223.0
MN,SIPO,69929891,2588,6509.0,33224.0
YZ,SIPO,35212731,2589,2236.0,33225.0
AB,SIPO,55523544,2589,1458.0,33226.0
YZ,SIPO,34911799,2590,1300.0,33227.0
KL,NULL,50073719,2590,660.0,33228.0
MN,POJISTNE,76566916,2590,60.0,33229.0
OP,SIPO,4184359,2591,3301.0,33230.0
KL,SIPO,8464664,2592,5129.0,33231.0
MN,SIPO,41153532,2593,7300.0,33232.0
GH,LEASING,34011191,2594,1189.0,33233.0
CD,SIPO,21398240,2594,10912.0,33234.0
OP,NULL,75519376,2594,506.0,33235.0
ST,SIPO,2264398,2595,3481.0,33236.0
EF,SIPO,34919470,2596,2285.0,33237.0
YZ,SIPO,16589868,2597,1398.0,33238.0
MN,NULL,7596224,2597,1957.0,33239.0
AB,SIPO,15214342,2600,4379.0,33241.0
QR,SIPO,62890523,2602,1332.0,33242.0
WX,NULL,59156989,2602,4073.0,33243.0
ST,SIPO,30168819,2603,3210.0,33244.0
OP,SIPO,53184521,2604,3965.0,33245.0
WX,SIPO,47577834,2605,4245.0,33246.0
AB,SIPO,91720389,2606,31.0,33247.0
GH,SIPO,97712260,2606,2443.0,33248.0
IJ,SIPO,86115359,2607,1433.0,33249.0
GH,NULL,82425427,2607,755.0,33250.0
EF,POJISTNE,72089344,2607,882.0,33251.0
UV,LEASING,50356459,2607,1570.0,33252.0
OP,SIPO,78614222,2608,4788.0,33253.0
WX,LEASING,66515242,2609,4881.9,33254.0
QR,SIPO,8855772,2610,1842.0,33255.0
WX,LEASING,2631092,2612,2259.5,33256.0
ST,SIPO,6268191,2613,941.0,33257.0
GH,SIPO,49477297,2613,2154.0,33258.0
UV,SIPO,83787446,2614,2152.0,33259.0
IJ,SIPO,7358169,2616,8188.0,33260.0
QR,SIPO,48354953,2617,166.0,33261.0
OP,NULL,4205275,2617,1867.0,33262.0
WX,SIPO,72358518,2618,3223.0,33263.0
AB,SIPO,54822903,2619,5454.0,33264.0
YZ,SIPO,32839107,2620,3855.0,33265.0
AB,SIPO,59638219,2621,2819.0,33266.0
YZ,SIPO,32006168,2622,7067.0,33267.0
EF,UVER,66704517,2622,5681.0,33268.0
EF,SIPO,52708911,2623,2891.0,33269.0
AB,SIPO,69800835,2624,10744.0,33270.0
CD,LEASING,57670444,2625,1922.0,33271.0
OP,SIPO,68053567,2625,4978.0,33272.0
KL,SIPO,30658924,2627,1579.0,33275.0
YZ,SIPO,29709238,2627,561.0,33276.0
GH,LEASING,64364433,2628,3090.0,33277.0
CD,SIPO,16949427,2631,2125.0,33278.0
EF,SIPO,40250009,2632,2042.0,33279.0
IJ,NULL,73459928,2632,41.0,33280.0
IJ,POJISTNE,36942219,2632,2300.0,33281.0
KL,SIPO,24701452,2636,3254.0,33282.0
IJ,SIPO,16977686,2637,5194.0,33283.0
IJ,SIPO,93051498,2638,1018.0,33284.0
AB,NULL,13954824,2638,728.0,33285.0
UV,POJISTNE,68702125,2638,4538.0,33286.0
MN,SIPO,93859052,2639,8633.0,33287.0
ST,SIPO,20136499,2640,8872.0,33288.0
WX,SIPO,13973546,2641,5126.0,33289.0
IJ,SIPO,2104819,2642,792.0,33290.0
IJ,NULL,37776649,2642,571.0,33291.0
EF,POJISTNE,64703529,2642,2536.0,33292.0
CD,SIPO,72787970,2644,2563.0,33295.0
IJ,SIPO,61139798,2644,124.0,33296.0
IJ,SIPO,14088654,2645,389.0,33297.0
OP,NULL,46016168,2645,631.0,33298.0
WX,POJISTNE,18570590,2645,5457.0,33299.0
ST,NULL,91531282,2645,1010.0,33300.0
OP,LEASING,4627538,2645,725.0,33301.0
EF,LEASING,53211688,2646,3005.8,33302.0
MN,SIPO,34138214,2646,6232.0,33303.0
OP,NULL,72267347,2646,528.0,33304.0
QR,POJISTNE,99920969,2646,300.0,33305.0
YZ,SIPO,4161513,2647,5303.0,33306.0
GH,SIPO,28252244,2649,5799.0,33307.0
QR,NULL,38579416,2649,320.0,33308.0
ST,POJISTNE,86506151,2649,177.0,33309.0
AB,NULL,33442980,2649,655.0,33310.0
AB,SIPO,6979340,2650,4563.0,33311.0
YZ,LEASING,2372819,2651,3592.9,33312.0
IJ,SIPO,13021684,2651,10862.0,33313.0
CD,SIPO,2992314,2652,1735.0,33314.0
QR,NULL,98601030,2652,6351.0,33315.0
YZ,SIPO,49173659,2653,6280.0,33316.0
CD,NULL,82124638,2653,2310.0,33317.0
MN,SIPO,88949298,2654,3861.0,33318.0
WX,LEASING,94447552,2655,2216.0,33319.0
QR,SIPO,637197,2655,2900.0,33320.0
WX,NULL,4603857,2655,89.0,33321.0
KL,POJISTNE,9168452,2655,1339.0,33322.0
OP,SIPO,41066408,2656,409.0,33323.0
OP,SIPO,42664700,2656,1718.0,33324.0
QR,SIPO,74292081,2657,2174.0,33325.0
WX,SIPO,70099252,2658,486.0,33326.0
MN,NULL,3748625,2658,1367.0,33327.0
CD,POJISTNE,91022419,2658,417.0,33328.0
GH,SIPO,84294449,2661,4764.0,33331.0
OP,SIPO,1110756,2662,3625.0,33332.0
KL,SIPO,81498741,2663,3877.0,33333.0
UV,SIPO,60040694,2664,3453.0,33334.0
QR,NULL,12188804,2664,475.0,33335.0
UV,SIPO,53003144,2666,647.0,33336.0
EF,NULL,41393333,2666,1287.0,33337.0
ST,SIPO,2693307,2667,2180.0,33338.0
YZ,SIPO,53599059,2668,9884.0,33339.0
AB,SIPO,38848883,2670,3978.0,33344.0
CD,NULL,70427286,2670,4754.0,33345.0
QR,SIPO,40581232,2671,1984.0,33346.0
OP,SIPO,87283455,2672,2111.0,33347.0
IJ,NULL,41447466,2672,211.0,33348.0
QR,SIPO,44548678,2673,1759.0,33349.0
MN,NULL,7310396,2673,4111.0,33350.0
OP,SIPO,32712727,2676,1510.0,33351.0
IJ,NULL,56445985,2676,1339.0,33352.0
ST,POJISTNE,71575033,2676,2348.0,33353.0
QR,SIPO,72427195,2677,3926.0,33354.0
KL,NULL,17019027,2677,641.0,33355.0
YZ,POJISTNE,61867588,2677,1599.0,33356.0
YZ,NULL,80062365,2677,158.0,33357.0
EF,LEASING,97883551,2678,3793.0,33358.0
AB,SIPO,25353056,2679,3842.0,33359.0
ST,SIPO,19728160,2681,4662.0,33360.0
IJ,LEASING,27633780,2681,1560.0,33361.0
CD,SIPO,35602325,2685,2576.0,33370.0
OP,SIPO,79690658,2686,1996.0,33371.0
EF,SIPO,74690037,2687,3830.0,33372.0
YZ,SIPO,18395823,2688,2802.0,33373.0
YZ,SIPO,50778090,2689,2727.0,33374.0
UV,NULL,36906784,2689,2121.0,33375.0
YZ,SIPO,55287820,2690,2017.0,33376.0
OP,UVER,20484054,2691,1370.0,33377.0
GH,SIPO,59398072,2692,3386.0,33378.0
IJ,SIPO,79708873,2693,5852.0,33379.0
ST,SIPO,95437645,2694,3532.0,33380.0
GH,UVER,45261365,2694,7636.0,33381.0
ST,SIPO,45832115,2695,3923.0,33382.0
OP,SIPO,90366512,2696,3115.0,33383.0
GH,SIPO,87258666,2697,378.0,33384.0
GH,NULL,34090870,2697,3142.0,33385.0
EF,POJISTNE,3080630,2697,629.0,33386.0
AB,UVER,41725951,2699,4816.0,33387.0
IJ,SIPO,10817695,2699,3743.0,33388.0
CD,NULL,32435608,2699,662.0,33389.0
GH,SIPO,2221990,2700,5221.0,33390.0
YZ,NULL,95353859,2700,6129.0,33391.0
QR,POJISTNE,52413690,2700,1123.0,33392.0
OP,NULL,33791315,2700,2323.0,33393.0
MN,SIPO,46385306,2701,489.0,33394.0
MN,NULL,24402356,2701,5761.0,33395.0
WX,SIPO,31848305,2702,3537.0,33396.0
WX,NULL,90875982,2702,29.0,33397.0
AB,SIPO,7336545,2703,2082.0,33398.0
YZ,UVER,50098043,2705,2608.2,33401.0
GH,SIPO,33252960,2705,10723.0,33402.0
QR,SIPO,17847508,2707,3032.0,33403.0
GH,NULL,63447183,2707,2546.0,33404.0
CD,SIPO,63955408,2709,1969.0,33405.0
UV,NULL,79388266,2709,39.0,33406.0
KL,POJISTNE,95859038,2709,16.0,33407.0
MN,SIPO,40865373,2711,7300.0,33408.0
ST,LEASING,19293779,2711,871.0,33409.0
EF,SIPO,14783954,2712,2976.0,33410.0
UV,SIPO,34315210,2713,3387.0,33411.0
WX,SIPO,67997187,2715,1707.0,33412.0
CD,NULL,56625884,2715,216.0,33413.0
KL,POJISTNE,7159662,2715,296.0,33414.0
QR,SIPO,36398339,2716,989.0,33415.0
UV,NULL,78199630,2716,7456.0,33416.0
MN,SIPO,72128897,2717,2271.0,33417.0
AB,SIPO,84430861,2719,2889.0,33418.0
ST,UVER,27251911,2720,2608.2,33419.0
YZ,SIPO,96241729,2720,6206.0,33420.0
AB,NULL,33301061,2720,4719.0,33421.0
QR,SIPO,69068598,2721,1544.0,33422.0
QR,NULL,48024463,2721,2200.0,33423.0
MN,POJISTNE,20500302,2721,179.0,33424.0
ST,NULL,69458347,2721,73.0,33425.0
KL,SIPO,4174536,2722,1671.0,33426.0
KL,SIPO,3428757,2723,5546.0,33427.0
ST,SIPO,4672384,2724,6399.0,33428.0
CD,SIPO,59237199,2725,3197.0,33429.0
WX,NULL,80807143,2725,66.0,33430.0
IJ,POJISTNE,64775931,2725,461.0,33431.0
WX,UVER,31665891,2725,1934.0,33432.0
EF,SIPO,2342153,2726,5297.0,33433.0
OP,UVER,99268948,2728,2607.0,33434.0
EF,SIPO,96346175,2728,11222.0,33435.0
AB,SIPO,18292260,2729,8733.0,33436.0
YZ,SIPO,36823308,2730,2284.0,33437.0
CD,SIPO,94928621,2731,5044.0,33438.0
ST,LEASING,11633754,2732,1564.9,33439.0
QR,SIPO,12963968,2733,780.0,33440.0
EF,NULL,39144194,2733,1545.0,33441.0
YZ,SIPO,90248888,2734,883.0,33442.0
UV,NULL,86357444,2734,3310.0,33443.0
UV,POJISTNE,25696611,2734,1293.0,33444.0
ST,SIPO,28956604,2736,4604.0,33447.0
WX,SIPO,2289492,2737,4456.0,33448.0
CD,SIPO,1114500,2738,7762.0,33449.0
YZ,NULL,48380392,2738,1152.0,33450.0
WX,SIPO,92235922,2739,414.0,33451.0
AB,NULL,56375890,2739,4173.0,33452.0
KL,SIPO,76674633,2742,128.0,33453.0
ST,NULL,59019696,2742,4878.0,33454.0
ST,SIPO,1417857,2743,3330.0,33455.0
GH,NULL,18241173,2743,2811.0,33456.0
QR,POJISTNE,20341313,2743,1870.0,33457.0
ST,SIPO,49756062,2744,14384.0,33458.0
AB,SIPO,76602530,2745,1076.0,33459.0
UV,NULL,59444808,2745,3461.0,33460.0
KL,POJISTNE,40470147,2745,1465.0,33461.0
GH,NULL,33104568,2745,3525.0,33462.0
QR,SIPO,11944139,2746,2404.0,33463.0
IJ,SIPO,7507563,2747,3826.0,33464.0
QR,SIPO,23250580,2749,14520.0,33466.0
UV,SIPO,35031116,2750,1750.0,33467.0
YZ,NULL,25649327,2750,2229.0,33468.0
MN,SIPO,89055364,2751,826.0,33469.0
WX,NULL,57857632,2751,2957.0,33470.0
GH,UVER,41750717,2753,2768.0,33471.0
MN,SIPO,97449540,2753,6869.0,33472.0
WX,UVER,6736475,2754,6985.3,33473.0
MN,SIPO,10118246,2754,2882.0,33474.0
QR,NULL,77635740,2754,226.0,33475.0
MN,SIPO,81284296,2755,504.0,33476.0
AB,SIPO,13263649,2755,3263.0,33477.0
YZ,SIPO,94753807,2756,8702.0,33478.0
QR,SIPO,31494546,2757,2077.0,33479.0
QR,SIPO,46158099,2758,4692.0,33480.0
MN,SIPO,6377709,2759,12692.0,33481.0
OP,SIPO,87346362,2760,5369.0,33482.0
IJ,NULL,9268027,2760,4476.0,33483.0
IJ,SIPO,99762063,2761,6238.0,33484.0
EF,UVER,73534762,2762,4641.0,33485.0
UV,SIPO,85078340,2762,6892.0,33486.0
CD,NULL,75502043,2762,733.0,33487.0
MN,LEASING,62060552,2763,4191.2,33488.0
AB,SIPO,90810441,2763,9480.0,33489.0
ST,SIPO,22728401,2764,1024.0,33490.0
ST,NULL,93326770,2764,2382.0,33491.0
CD,SIPO,33376592,2765,5254.0,33492.0
QR,SIPO,91327929,2766,3498.0,33493.0
UV,SIPO,37215685,2767,4664.0,33494.0
OP,NULL,32782268,2767,1333.0,33495.0
GH,POJISTNE,97537642,2767,1275.0,33496.0
MN,SIPO,62968182,2768,2155.0,33497.0
YZ,SIPO,10137910,2770,494.0,33501.0
OP,NULL,52641576,2770,1582.0,33502.0
GH,POJISTNE,41737938,2770,494.0,33503.0
IJ,SIPO,67174297,2771,7288.0,33504.0
IJ,LEASING,73423743,2771,1479.0,33505.0
ST,SIPO,65062320,2772,7594.0,33506.0
WX,SIPO,54261672,2773,3354.0,33507.0
UV,NULL,95782577,2773,154.0,33508.0
WX,POJISTNE,5557954,2773,36.0,33509.0
IJ,NULL,16981333,2773,59.0,33510.0
WX,SIPO,60773050,2774,3628.0,33511.0
EF,LEASING,66799968,2775,3455.5,33512.0
AB,SIPO,56198441,2775,8691.0,33513.0
QR,SIPO,40267509,2776,1647.0,33514.0
OP,SIPO,72472995,2778,192.0,33515.0
YZ,NULL,18643141,2778,5821.0,33516.0
UV,SIPO,95626550,2779,8262.0,33517.0
QR,NULL,69750815,2779,34.0,33518.0
YZ,POJISTNE,93445163,2779,10.0,33519.0
ST,NULL,87464,2779,5.0,33520.0
IJ,LEASING,16703307,2782,2602.8,33521.0
MN,SIPO,51967656,2784,3307.0,33522.0
QR,SIPO,19312352,2787,8356.0,33526.0
OP,SIPO,74001586,2788,3803.0,33527.0
WX,SIPO,94019633,2789,2965.0,33528.0
YZ,NULL,53360038,2789,229.0,33529.0
WX,POJISTNE,51038181,2789,762.0,33530.0
WX,SIPO,30340635,2790,8862.0,33531.0
GH,SIPO,13939756,2791,3215.0,33532.0
QR,SIPO,24712276,2792,2327.0,33533.0
EF,SIPO,41871547,2793,2301.0,33534.0
AB,SIPO,62608569,2795,1722.0,33535.0
EF,NULL,22198647,2795,6366.0,33536.0
WX,POJISTNE,57666754,2795,1869.0,33537.0
ST,SIPO,33603441,2796,3381.0,33538.0
MN,NULL,37211978,2796,5291.0,33539.0
WX,SIPO,61733460,2798,6094.0,33540.0
GH,SIPO,12735343,2799,1043.0,33541.0
WX,NULL,8040637,2799,4870.0,33542.0
CD,POJISTNE,2489036,2799,2493.0,33543.0
OP,SIPO,95347153,2800,8740.0,33544.0
OP,SIPO,87508368,2801,3524.0,33545.0
ST,SIPO,44960343,2802,2412.0,33546.0
KL,LEASING,18263268,2803,1904.0,33547.0
IJ,SIPO,21232450,2805,2017.0,33548.0
MN,SIPO,74175697,2806,5068.0,33549.0
OP,SIPO,88213985,2809,1764.0,33550.0
ST,NULL,59529948,2809,6339.0,33551.0
ST,SIPO,38680678,2810,392.0,33552.0
WX,NULL,72857814,2810,5828.0,33553.0
WX,POJISTNE,18647271,2810,977.0,33554.0
IJ,NULL,18043649,2810,411.0,33555.0
EF,LEASING,28944403,2811,1980.9,33556.0
WX,SIPO,92551469,2811,14584.0,33557.0
MN,SIPO,76939731,2812,8211.0,33558.0
OP,SIPO,75464439,2813,798.0,33559.0
GH,NULL,57591462,2813,4789.0,33560.0
AB,POJISTNE,7243586,2813,227.0,33561.0
OP,NULL,607473,2813,957.0,33562.0
QR,SIPO,14418357,2814,2627.0,33563.0
IJ,SIPO,98916184,2816,3933.0,33567.0
KL,NULL,33418482,2816,644.0,33568.0
KL,LEASING,61242389,2818,1194.0,33569.0
OP,SIPO,17903107,2818,8947.0,33570.0
AB,SIPO,7996678,2819,8713.0,33571.0
OP,NULL,41235882,2819,748.0,33572.0
WX,SIPO,69806456,2820,1645.0,33573.0
KL,SIPO,91463666,2820,1322.0,33574.0
EF,SIPO,85205876,2821,3933.0,33575.0
